Total nodes: 2000            Security parameter: 30              Total Byzantine ratio: 15             
protocol       s              fS             fL             m              liveness_ratio 
OmniLedger     25%            33.3%          33.3%          660            1-2^(30)       
RapidChain     33.3%          49%            49%            286            1-2^(30)       
AHL            30%            49%            49%            200            1-2^(30)       
Pyramid        12.5%          33.3%          33.3%          111            1-2^(30)       
RIVET          33.3%          49%            49%            286            1-2^(30)       
CoChain        33.3%          66%            66%            76             0.6421840636061483
 
GEARBOX        15%            99%            0%             11             0.16653001272340742
GEARBOX        15%            97%            1%             11             0.4917069606448538
GEARBOX        15%            95%            2%             11             0.4917069606448538
GEARBOX        15%            93%            3%             11             0.4917069606448538
GEARBOX        15%            91%            4%             11             0.4917069606448538
GEARBOX        15%            89%            5%             14             0.35574566171673483
GEARBOX        15%            87%            6%             14             0.35574566171673483
GEARBOX        15%            85%            7%             16             0.5610929403770134
GEARBOX        15%            83%            8%             16             0.5610929403770134
GEARBOX        15%            81%            9%             18             0.47899729599566093
GEARBOX        15%            79%            10%            18             0.47899729599566093
GEARBOX        15%            77%            11%            19             0.6844960596308346
GEARBOX        15%            75%            12%            19             0.6844960596308346
GEARBOX        15%            73%            13%            21             0.6113023420749009
GEARBOX        15%            71%            14%            23             0.7448527405911027
GEARBOX        15%            69%            15%            24             0.7140648766603738
GEARBOX        15%            67%            16%            24             0.7140648766603738
GEARBOX        15%            65%            17%            28             0.7657464770662263
GEARBOX        15%            63%            18%            29             0.8683209291455537
GEARBOX        15%            61%            19%            32             0.9058830430893596
GEARBOX        15%            59%            20%            34             0.8751981457371295
GEARBOX        15%            57%            21%            37             0.9095966626139587
GEARBOX        15%            55%            22%            40             0.934751486819823
GEARBOX        15%            53%            23%            44             0.9758629630247575
GEARBOX        15%            51%            24%            50             0.9716402135297019
GEARBOX        15%            49%            25%            54             0.9896743263915017
GEARBOX        15%            47%            26%            60             0.9948015366833077
GEARBOX        15%            45%            27%            67             0.9987682125593941
GEARBOX        15%            43%            28%            75             0.9990834573134497
GEARBOX        15%            41%            29%            83             0.9999061391546723
GEARBOX        15%            39%            30%            98             0.9999846793261674
GEARBOX        15%            37%            31%            111            0.9999984969650025
GEARBOX        15%            35%            32%            132            0.9999999657417944
GEARBOX        15%            33%            33%            158            0.9999999997652805
 
 
ARETE          15%            99%            0%             11             0.16653001272340742
ARETE          15%            98%            1%             11             0.4917069606448538
ARETE          15%            97%            2%             11             0.4917069606448538
ARETE          15%            96%            3%             11             0.4917069606448538
ARETE          15%            95%            4%             11             0.4917069606448538
ARETE          15%            94%            5%             11             0.4917069606448538
ARETE          15%            93%            6%             11             0.4917069606448538
ARETE          15%            92%            7%             11             0.4917069606448538
ARETE          15%            91%            8%             11             0.4917069606448538
ARETE          15%            90%            9%             14             0.6479636656501336
ARETE          15%            89%            10%            14             0.6479636656501336
ARETE          15%            88%            11%            14             0.6479636656501336
ARETE          15%            87%            12%            14             0.6479636656501336
ARETE          15%            86%            13%            14             0.6479636656501336
ARETE          15%            85%            14%            16             0.7905505979003807
ARETE          15%            84%            15%            16             0.7905505979003807
ARETE          15%            83%            16%            16             0.7905505979003807
ARETE          15%            82%            17%            16             0.7905505979003807
ARETE          15%            81%            18%            18             0.8803947756878646
ARETE          15%            80%            19%            18             0.8803947756878646
ARETE          15%            79%            20%            18             0.8803947756878646
ARETE          15%            78%            21%            18             0.8803947756878646
ARETE          15%            77%            22%            19             0.9471659781340179
ARETE          15%            76%            23%            19             0.9471659781340179
ARETE          15%            75%            24%            19             0.9471659781340179
ARETE          15%            74%            25%            19             0.9471659781340179
ARETE          15%            73%            26%            21             0.9719737920951281
ARETE          15%            72%            27%            21             0.9719737920951281
ARETE          15%            71%            28%            23             0.9853356145179799
ARETE          15%            70%            29%            23             0.9853356145179799
ARETE          15%            69%            30%            24             0.9944232324324942
ARETE          15%            68%            31%            24             0.9944232324324942
ARETE          15%            67%            32%            24             0.9944232324324942
ARETE          15%            66%            33%            26             0.9971798750675325
ARETE          15%            65%            34%            28             0.998581629267582
ARETE          15%            64%            35%            29             0.9995090081693299
ARETE          15%            63%            36%            29             0.9995090081693299
ARETE          15%            62%            37%            31             0.9997575532798102
ARETE          15%            61%            38%            32             0.9999206551007377
ARETE          15%            60%            39%            32             0.9999206551007377
ARETE          15%            59%            40%            34             0.999961292721191
ARETE          15%            58%            41%            35             0.9999879018971277
ARETE          15%            57%            42%            37             0.9999941468064941
ARETE          15%            56%            43%            38             0.9999982399119921
ARETE          15%            55%            44%            40             0.9999991534297159
ARETE          15%            54%            45%            41             0.9999997537310447
ARETE          15%            53%            46%            44             0.9999999666695288
ARETE          15%            52%            47%            47             0.9999999956178637
ARETE          15%            51%            48%            50             0.9999999963896942
ARETE          15%            50%            49%            50             0.9999999994385022
