Total nodes: 500             Security parameter: 20              Total Byzantine ratio: 15             
protocol       s              fS             fL             m              liveness_ratio 
OmniLedger     25%            33.3%          33.3%          267            1-2^(20)       
RapidChain     33.3%          49%            49%            141            1-2^(20)       
AHL            30%            49%            49%            109            1-2^(20)       
Pyramid        12.5%          33.3%          33.3%          60             1-2^(20)       
RIVET          33.3%          49%            49%            141            1-2^(20)       
CoChain        33.3%          66%            66%            44             0.6340551283468906
 
Beacon/Order   15%            33.3%          33.3%          81             1-2^(20)       
 
GEARBOX        15%            99%            0%             8              0.26978156574473333
GEARBOX        15%            97%            1%             8              0.6570278323639678
GEARBOX        15%            95%            2%             8              0.6570278323639678
GEARBOX        15%            93%            3%             8              0.6570278323639678
GEARBOX        15%            91%            4%             8              0.6570278323639678
GEARBOX        15%            89%            5%             8              0.6570278323639678
GEARBOX        15%            87%            6%             10             0.5430005648814255
GEARBOX        15%            85%            7%             10             0.5430005648814255
GEARBOX        15%            83%            8%             10             0.5430005648814255
GEARBOX        15%            81%            9%             10             0.5430005648814255
GEARBOX        15%            79%            10%            12             0.7370538227387065
GEARBOX        15%            77%            11%            12             0.7370538227387065
GEARBOX        15%            75%            12%            12             0.7370538227387065
GEARBOX        15%            73%            13%            13             0.6927511345325703
GEARBOX        15%            71%            14%            13             0.6927511345325703
GEARBOX        15%            69%            15%            15             0.8255003324026173
GEARBOX        15%            67%            16%            15             0.8255003324026173
GEARBOX        15%            65%            17%            17             0.758020732042694
GEARBOX        15%            63%            18%            18             0.8833324953696607
GEARBOX        15%            61%            19%            20             0.8339131645244193
GEARBOX        15%            59%            20%            21             0.9216757318466486
GEARBOX        15%            57%            21%            23             0.8862025978807696
GEARBOX        15%            55%            22%            24             0.9473191292830739
GEARBOX        15%            53%            23%            27             0.9645582182968018
GEARBOX        15%            51%            24%            28             0.9563351987870775
GEARBOX        15%            49%            25%            31             0.9704929719527894
GEARBOX        15%            47%            26%            35             0.9915473939636126
GEARBOX        15%            45%            27%            38             0.9943812952421658
GEARBOX        15%            43%            28%            42             0.9952653096021542
GEARBOX        15%            41%            29%            49             0.9991868910480095
GEARBOX        15%            39%            30%            54             0.9997407408081951
GEARBOX        15%            37%            31%            63             0.9999334954894165
GEARBOX        15%            35%            32%            72             0.9999959651499012
GEARBOX        15%            33%            33%            85             0.9999998428292781
 
 
ARETE          15%            99%            0%             8              0.26978156574473333
ARETE          15%            98%            1%             8              0.6570278323639678
ARETE          15%            97%            2%             8              0.6570278323639678
ARETE          15%            96%            3%             8              0.6570278323639678
ARETE          15%            95%            4%             8              0.6570278323639678
ARETE          15%            94%            5%             8              0.6570278323639678
ARETE          15%            93%            6%             8              0.6570278323639678
ARETE          15%            92%            7%             8              0.6570278323639678
ARETE          15%            91%            8%             8              0.6570278323639678
ARETE          15%            90%            9%             8              0.6570278323639678
ARETE          15%            89%            10%            8              0.6570278323639678
ARETE          15%            88%            11%            8              0.6570278323639678
ARETE          15%            87%            12%            10             0.8219151164219481
ARETE          15%            86%            13%            10             0.8219151164219481
ARETE          15%            85%            14%            10             0.8219151164219481
ARETE          15%            84%            15%            10             0.8219151164219481
ARETE          15%            83%            16%            10             0.8219151164219481
ARETE          15%            82%            17%            10             0.8219151164219481
ARETE          15%            81%            18%            10             0.8219151164219481
ARETE          15%            80%            19%            10             0.8219151164219481
ARETE          15%            79%            20%            12             0.9102886932883414
ARETE          15%            78%            21%            12             0.9102886932883414
ARETE          15%            77%            22%            12             0.9102886932883414
ARETE          15%            76%            23%            12             0.9102886932883414
ARETE          15%            75%            24%            12             0.9102886932883414
ARETE          15%            74%            25%            13             0.9677969904789989
ARETE          15%            73%            26%            13             0.9677969904789989
ARETE          15%            72%            27%            13             0.9677969904789989
ARETE          15%            71%            28%            13             0.9677969904789989
ARETE          15%            70%            29%            13             0.9677969904789989
ARETE          15%            69%            30%            15             0.9847117685162791
ARETE          15%            68%            31%            15             0.9847117685162791
ARETE          15%            67%            32%            15             0.9847117685162791
ARETE          15%            66%            33%            17             0.9927959051941871
ARETE          15%            65%            34%            17             0.9927959051941871
ARETE          15%            64%            35%            18             0.9977807047626565
ARETE          15%            63%            36%            18             0.9977807047626565
ARETE          15%            62%            37%            18             0.9977807047626565
ARETE          15%            61%            38%            20             0.9989823167828782
ARETE          15%            60%            39%            20             0.9989823167828782
ARETE          15%            59%            40%            21             0.9997119915451993
ARETE          15%            58%            41%            21             0.9997119915451993
ARETE          15%            57%            42%            23             0.9998704888658538
ARETE          15%            56%            43%            24             0.9999657796192157
ARETE          15%            55%            44%            24             0.9999657796192157
ARETE          15%            54%            45%            26             0.9999848682442555
ARETE          15%            53%            46%            27             0.9999962300207995
ARETE          15%            52%            47%            27             0.9999962300207995
ARETE          15%            51%            48%            28             0.9999991022065342
ARETE          15%            50%            49%            28             0.9999991022065342
