Total nodes: 800             Security parameter: 30              Total Byzantine ratio: 15             
protocol       s              fS             fL             m              liveness_ratio 
OmniLedger     25%            33.3%          33.3%          429            1-2^(30)       
RapidChain     33.3%          49%            49%            231            1-2^(30)       
AHL            30%            49%            49%            174            1-2^(30)       
Pyramid        12.5%          33.3%          33.3%          99             1-2^(30)       
RIVET          33.3%          49%            49%            231            1-2^(30)       
CoChain        33.3%          66%            66%            73             0.6474146876867909
 
GEARBOX        15%            99%            0%             11             0.1653059376811488
GEARBOX        15%            97%            1%             11             0.490983307441024
GEARBOX        15%            95%            2%             11             0.490983307441024
GEARBOX        15%            93%            3%             11             0.490983307441024
GEARBOX        15%            91%            4%             11             0.490983307441024
GEARBOX        15%            89%            5%             13             0.3963022490458237
GEARBOX        15%            87%            6%             13             0.3963022490458237
GEARBOX        15%            85%            7%             13             0.3963022490458237
GEARBOX        15%            83%            8%             15             0.6039538257977857
GEARBOX        15%            81%            9%             15             0.6039538257977857
GEARBOX        15%            79%            10%            17             0.5185663701946839
GEARBOX        15%            77%            11%            17             0.5185663701946839
GEARBOX        15%            75%            12%            19             0.6850301860814503
GEARBOX        15%            73%            13%            21             0.611310373482745
GEARBOX        15%            71%            14%            22             0.776132970647346
GEARBOX        15%            69%            15%            22             0.776132970647346
GEARBOX        15%            67%            16%            24             0.715118522781548
GEARBOX        15%            65%            17%            27             0.793481866748936
GEARBOX        15%            63%            18%            27             0.793481866748936
GEARBOX        15%            61%            19%            30             0.8515075773036087
GEARBOX        15%            59%            20%            33             0.8939175499152844
GEARBOX        15%            57%            21%            36             0.9246227168166375
GEARBOX        15%            55%            22%            39             0.9466919961639484
GEARBOX        15%            53%            23%            42             0.9624602302627137
GEARBOX        15%            51%            24%            48             0.9816014959110022
GEARBOX        15%            49%            25%            49             0.9912219342490431
GEARBOX        15%            47%            26%            56             0.994939301034573
GEARBOX        15%            45%            27%            60             0.998441546814458
GEARBOX        15%            43%            28%            70             0.999400882339013
GEARBOX        15%            41%            29%            79             0.9998198894683691
GEARBOX        15%            39%            30%            90             0.9999728889259247
GEARBOX        15%            37%            31%            100            0.999997096162093
GEARBOX        15%            35%            32%            118            0.9999999493934373
GEARBOX        15%            33%            33%            137            0.9999999998004863
 
 
ARETE          15%            99%            0%             11             0.1653059376811488
ARETE          15%            98%            1%             11             0.490983307441024
ARETE          15%            97%            2%             11             0.490983307441024
ARETE          15%            96%            3%             11             0.490983307441024
ARETE          15%            95%            4%             11             0.490983307441024
ARETE          15%            94%            5%             11             0.490983307441024
ARETE          15%            93%            6%             11             0.490983307441024
ARETE          15%            92%            7%             11             0.490983307441024
ARETE          15%            91%            8%             11             0.490983307441024
ARETE          15%            90%            9%             13             0.6924497299970547
ARETE          15%            89%            10%            13             0.6924497299970547
ARETE          15%            88%            11%            13             0.6924497299970547
ARETE          15%            87%            12%            13             0.6924497299970547
ARETE          15%            86%            13%            13             0.6924497299970547
ARETE          15%            85%            14%            13             0.6924497299970547
ARETE          15%            84%            15%            15             0.824416810884059
ARETE          15%            83%            16%            15             0.824416810884059
ARETE          15%            82%            17%            15             0.824416810884059
ARETE          15%            81%            18%            15             0.824416810884059
ARETE          15%            80%            19%            15             0.824416810884059
ARETE          15%            79%            20%            17             0.9035462005136207
ARETE          15%            78%            21%            17             0.9035462005136207
ARETE          15%            77%            22%            17             0.9035462005136207
ARETE          15%            76%            23%            19             0.9484691039853881
ARETE          15%            75%            24%            19             0.9484691039853881
ARETE          15%            74%            25%            19             0.9484691039853881
ARETE          15%            73%            26%            21             0.9730465029050314
ARETE          15%            72%            27%            21             0.9730465029050314
ARETE          15%            71%            28%            22             0.9896812058323509
ARETE          15%            70%            29%            22             0.9896812058323509
ARETE          15%            69%            30%            22             0.9896812058323509
ARETE          15%            68%            31%            24             0.9948569443574518
ARETE          15%            67%            32%            24             0.9948569443574518
ARETE          15%            66%            33%            26             0.9974618253086194
ARETE          15%            65%            34%            27             0.9991369633287698
ARETE          15%            64%            35%            27             0.9991369633287698
ARETE          15%            63%            36%            27             0.9991369633287698
ARETE          15%            62%            37%            30             0.9998687698672252
ARETE          15%            61%            38%            30             0.9998687698672252
ARETE          15%            60%            39%            30             0.9998687698672252
ARETE          15%            59%            40%            33             0.9999815745977206
ARETE          15%            58%            41%            33             0.9999815745977206
ARETE          15%            57%            42%            36             0.9999975814795137
ARETE          15%            56%            43%            36             0.9999975814795137
ARETE          15%            55%            44%            39             0.9999997007288335
ARETE          15%            54%            45%            39             0.9999997007288335
ARETE          15%            53%            46%            42             0.9999999648867414
ARETE          15%            52%            47%            45             0.99999999607788
ARETE          15%            51%            48%            48             0.9999999995817466
ARETE          15%            50%            49%            48             0.9999999995817466
